Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Brunei Darussalam,2006,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2766.162574484049,2167.0594909394913,3488.5540089854394
All Population,Brunei Darussalam,2007,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2839.7365588142284,2184.146093080284,3541.5625527666693
All Population,Brunei Darussalam,2008,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2912.1190997039753,2223.681343943365,3589.150869150417
All Population,Brunei Darussalam,2009,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2998.2872095317357,2252.1164834983483,3692.693588076923
All Population,Brunei Darussalam,2010,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3063.5774929193053,2231.4742756989735,3803.1107765124243
All Population,Brunei Darussalam,2011,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3022.003619192015,2216.5077335203077,3751.8708034866554
All Population,Brunei Darussalam,2012,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3087.8517878445223,2264.7981894830104,3852.6712825263453
All Population,Brunei Darussalam,2013,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3064.5175775433067,2226.220979935549,3842.504531157277
All Population,Brunei Darussalam,2014,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3039.3665429804278,2220.0150720400657,3818.746097752646
All Population,Brunei Darussalam,2015,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3085.3795509052793,2209.682268198011,3932.349551683838
All Population,Brunei Darussalam,2016,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3129.1853159680013,2252.6823553159206,4035.513646959242
All Population,Brunei Darussalam,2017,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3390.489745307358,2429.2865465788686,4335.372696027719
All Population,Brunei Darussalam,2018,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3234.4717143000917,2337.8830186608607,4161.475206593971
All Population,Brunei Darussalam,2019,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3408.4627160439813,2508.0697848044288,4354.843730323194
All Population,Brunei Darussalam,2020,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3849.1567924180554,2766.9606945945475,4953.472294976832
All Population,Brunei Darussalam,2021,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3946.783324504422,2835.5782013387866,5093.772364458099
All Population,Brunei Darussalam,2022,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3848.3782123675865,2773.5961417911776,4972.743150620673
All Population,Brunei Darussalam,2023,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3914.446952473425,2806.3914526021963,5084.507798072896
All Population,Japan,1990,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2961.588005284106,2235.422854814407,3914.153994307631
All Population,Japan,1991,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2955.440855728615,2220.118184215734,3859.469653938991
All Population,Japan,1992,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2944.0816362975215,2205.6109258204337,3851.129364587072
All Population,Japan,1993,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2942.9201501836883,2208.0990035466148,3845.80683484457
All Population,Japan,1994,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2959.3906285680564,2262.9789500996876,3855.4102039820327
All Population,Japan,1995,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2947.4617372893217,2258.16922048438,3803.410886942778
All Population,Japan,1996,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2942.812004769006,2296.225004193206,3789.366501484009
All Population,Japan,1997,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2963.025602298257,2317.8949782637897,3773.632404213659
All Population,Japan,1998,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2959.724550832345,2356.6918642023525,3756.6220669868535
All Population,Japan,1999,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2963.0637709384955,2375.0357306330297,3755.068160642572
All Population,Japan,2000,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2978.6636861704874,2385.367448912995,3800.4873858473466
All Population,Japan,2001,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2998.2910994597783,2354.373225687284,3798.9331307213915
All Population,Japan,2002,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3017.7906298965268,2357.8682681010473,3797.8058239961033
All Population,Japan,2003,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3039.019870309573,2381.843150216495,3778.972464577761
All Population,Japan,2004,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3062.768954752229,2394.6598680284537,3826.3920519274084
All Population,Japan,2005,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3088.1312697581725,2399.629817458231,3900.6927446154077
All Population,Japan,2006,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3121.9330576820958,2399.674849236693,3915.375520514913
All Population,Japan,2007,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3154.8864270977874,2417.254441377207,3988.5907711238947
All Population,Japan,2008,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3191.917121173308,2428.4855985948934,4016.0172784528136
All Population,Japan,2009,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3233.1294529376305,2401.363132334278,4049.440711115164
All Population,Japan,2010,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3275.8169774671233,2404.078948212591,4122.666326707837
All Population,Japan,2011,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3315.340710658356,2409.6402752859576,4183.264389766769
All Population,Japan,2012,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3356.1338673893833,2406.6431764927306,4218.446881096161
All Population,Japan,2013,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3394.3685709363776,2435.186139052935,4330.94864725053
All Population,Japan,2014,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3428.433971150958,2480.949340221254,4390.1477327883085
All Population,Japan,2015,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3574.7453712545835,2576.7886212392223,4647.261176049058
All Population,Japan,2016,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3509.765761064679,2517.132536868948,4543.744611065087
All Population,Japan,2017,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3582.489862944385,2549.6136904642412,4607.207522779457
All Population,Japan,2018,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3620.6015991183344,2616.9301015210926,4733.75780500293
All Population,Japan,2019,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3748.3661801668463,2653.8422474626464,4874.545124099597
All Population,Japan,2020,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3932.0985743369383,2817.2586802633527,5134.696613899199
All Population,Japan,2021,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",4278.280818044774,3022.1222793655306,5591.243387939216
All Population,Japan,2022,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",4157.51478509949,2862.0484418828814,5482.6970056013115
All Population,Japan,2023,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",4115.868175864443,2856.685107436292,5417.459402480103
All Population,Republic of Korea,1990,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2940.1954219656905,2354.745596914144,3652.2284541860463
All Population,Republic of Korea,1991,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2939.76713084575,2323.6283735849292,3654.571896177659
All Population,Republic of Korea,1992,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2940.2840880184735,2312.7471650385714,3639.145071577463
All Population,Republic of Korea,1993,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2923.7126505011524,2340.9998877737917,3605.1524540711503
All Population,Republic of Korea,1994,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2926.9472426288194,2391.015605419525,3589.705785389211
All Population,Republic of Korea,1995,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2903.3174340303135,2397.4040312272286,3517.152421077146
All Population,Republic of Korea,1996,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2891.4478331343153,2401.957904550421,3501.748246990468
All Population,Republic of Korea,1997,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2891.5860067803624,2400.1129345024483,3514.144845405241
All Population,Republic of Korea,1998,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2877.0699824497738,2403.440873281569,3459.990984620829
All Population,Republic of Korea,1999,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2869.286262941202,2370.031730013594,3438.8971688805877
All Population,Republic of Korea,2000,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2716.9293795808494,2230.2631220933335,3286.67963956992
All Population,Republic of Korea,2001,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2715.4234112797676,2225.6634637526577,3290.643705502919
All Population,Republic of Korea,2002,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2752.5974985918947,2238.4957423145106,3339.7671222321806
All Population,Republic of Korea,2003,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2665.7490846252,2168.8488549072517,3175.2640194276496
All Population,Republic of Korea,2004,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2729.327419240452,2232.0231367598135,3192.7857020271226
All Population,Republic of Korea,2005,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2700.3219865644774,2212.464169156694,3150.4847036932406
All Population,Republic of Korea,2006,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2720.114135510279,2247.1999122803104,3184.7057793681884
All Population,Republic of Korea,2007,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2790.8470791223513,2297.892147111052,3291.7297973153604
All Population,Republic of Korea,2008,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2667.3781824473344,2196.8984382652243,3182.7891632800515
All Population,Republic of Korea,2009,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2901.3461217182207,2359.9328347640653,3448.9262096426282
All Population,Republic of Korea,2010,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2993.496589595599,2426.215052387638,3604.7237220987076
All Population,Republic of Korea,2011,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2992.184732894934,2375.430457835571,3591.7492027874287
All Population,Republic of Korea,2012,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3127.3620183891867,2458.823314514614,3768.1013462382716
All Population,Republic of Korea,2013,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3160.352682832971,2455.5809854100416,3796.2939020142917
All Population,Republic of Korea,2014,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3155.355065046055,2472.298121244682,3778.4485390970403
All Population,Republic of Korea,2015,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3158.990301135113,2504.0638548510115,3830.8401127394727
All Population,Republic of Korea,2016,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3059.7080451685733,2394.658221286943,3755.5526628661023
All Population,Republic of Korea,2017,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3205.2690489852034,2508.177349891163,4014.5520056797077
All Population,Republic of Korea,2018,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3011.9227988423563,2349.9673214029435,3723.490561170195
All Population,Republic of Korea,2019,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3160.288606609448,2529.087080375962,3873.495253405842
All Population,Republic of Korea,2020,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3554.4355192727103,2852.646707654944,4331.498396763703
All Population,Republic of Korea,2021,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3579.962236394683,2871.6516354787354,4368.196675224984
All Population,Republic of Korea,2022,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3563.1548201097035,2824.2257548882317,4331.181860874447
All Population,Republic of Korea,2023,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",3556.0509063333725,2828.310566156026,4377.57462139133
All Population,Singapore,1990,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1695.413307222416,1271.0344664111858,2289.7672561465106
All Population,Singapore,1991,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1798.440936158913,1345.6662310956542,2404.7613752791335
All Population,Singapore,1992,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1707.0718110426867,1264.5993414654629,2246.134897293444
All Population,Singapore,1993,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1761.0679178902417,1314.805499837509,2311.1356112925073
All Population,Singapore,1994,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1841.595712666554,1396.83541603822,2403.8074431001605
All Population,Singapore,1995,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1695.1526054389908,1307.3171899091415,2178.3698505567722
All Population,Singapore,1996,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1729.280759696418,1358.0268489369191,2226.533358728997
All Population,Singapore,1997,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1724.1403441378284,1359.916209037554,2203.8678332151007
All Population,Singapore,1998,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1681.6360843000043,1356.6824692929508,2146.072416215646
All Population,Singapore,1999,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1691.9550976332791,1359.0189322334247,2162.2285607986764
All Population,Singapore,2000,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1706.942362747412,1356.263621941718,2193.942881031561
All Population,Singapore,2001,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1730.1216084043829,1377.129610108586,2215.2945519892246
All Population,Singapore,2002,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1747.5251895698561,1379.0453444732182,2229.761954042395
All Population,Singapore,2003,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1758.9101259391916,1379.0065465816883,2207.316068322244
All Population,Singapore,2004,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1768.1885197639756,1406.9566831615766,2181.7488071146413
All Population,Singapore,2005,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1778.9589739553485,1387.0679633675122,2234.112956769109
All Population,Singapore,2006,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1794.751764581701,1395.6152221222437,2263.4434011455664
All Population,Singapore,2007,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1811.4290255324538,1399.2278798015377,2251.5955447993624
All Population,Singapore,2008,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1830.8663002728972,1379.3491731017605,2303.9710258960677
All Population,Singapore,2009,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1855.8341601421196,1395.5532148720727,2337.9511361525265
All Population,Singapore,2010,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1881.0608814920336,1399.8471096043293,2393.929571196653
All Population,Singapore,2011,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1901.4776801706448,1397.993303871475,2416.367637609365
All Population,Singapore,2012,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1919.26841808682,1427.6330376718913,2467.9006547068434
All Population,Singapore,2013,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1932.1375165418647,1422.995821854724,2466.1827403514076
All Population,Singapore,2014,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1940.5274178396364,1405.5632844330341,2514.126173976508
All Population,Singapore,2015,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1946.381637934454,1415.868439381023,2540.4341705878187
All Population,Singapore,2016,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1948.1058567242335,1420.863077745165,2506.849959788621
All Population,Singapore,2017,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1951.1367223279356,1429.6137176044926,2511.7984952858337
All Population,Singapore,2018,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1954.6718731217234,1434.0649096306877,2523.8696463533315
All Population,Singapore,2019,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",1958.1929695815536,1456.083534019099,2491.1727763614495
All Population,Singapore,2020,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2147.8355418282845,1591.8227878269977,2730.6435989224196
All Population,Singapore,2021,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2301.653192004503,1699.7592650788824,2924.035427608048
All Population,Singapore,2022,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2227.4033186282322,1648.981094760529,2862.1230277706863
All Population,Singapore,2023,15-19 years,Both,Depressive disorders,"Prevalent cases per 100,000",2263.5059921074762,1666.9662354623981,2885.7521970547364

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2023. Seattle, WA: IHME, University of Washington, 2025. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 1/24/2026). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
